Name,School,PA,OBP,wOBA,ISO,BB%,K%,BABIP,wRC+,HR/PA,OnBase_Ability,Power,OP,OPAR
"Nelson, Cameron",Wake Forest,137,0.353,0.28,0.039,0.2117,0.2263,0.23,78.5,0.0,0.2825040286481647,0.03247706422018349,0.037331186382265735,-0.020845231669161197
"Williams, Javar",Wake Forest,149,0.395,0.326,0.061,0.1812,0.1678,0.289,90.65,0.0,0.3320640107430618,0.050797459421312634,0.04460498187288388,-0.013571436178543055
"Gill, Cameron",Wake Forest,151,0.327,0.316,0.159,0.0993,0.2318,0.264,88.02,0.02649006623,0.300354521038496,0.1368370823546295,0.0471001663490275,-0.011076251702399433
"Kurtz, Nick",Wake Forest,260,0.531,0.548,0.457,0.3,0.1615,0.279,148.84,0.08461538462,0.4462896150402865,0.39471689919191255,0.09654735245665508,0.038370934405228145
"Houston, Marek",Wake Forest,264,0.433,0.417,0.19,0.1439,0.125,0.356,114.38,0.0303030303,0.39951700984780664,0.1632899210875794,0.06333705040337624,0.005160632351949308
"Winnay, Jack",Wake Forest,268,0.393,0.437,0.352,0.1381,0.2276,0.313,119.75,0.07462686567,0.37994897045658016,0.30560802199279463,0.07465628846317665,0.01647987041174972
"Reinisch, Jake",Wake Forest,271,0.419,0.448,0.326,0.1439,0.2214,0.345,122.45,0.06642066421,0.4027327663384065,0.2825841195608822,0.07497982188589357,0.016803403834466636
"King, Seaver",Wake Forest,284,0.377,0.414,0.269,0.088,0.1197,0.302,113.68,0.05633802817,0.36324082363473587,0.2334312721780452,0.06525299288657094,0.007076574835144005
"Tellier, Adam",Wake Forest,291,0.415,0.409,0.208,0.1134,0.2165,0.371,112.27,0.04467353952,0.39699373321396597,0.18068287146523643,0.06288981512359675,0.004713397072169813
"Perazza, Michael",West Virginia,67,0.313,0.305,0.113,0.0597,0.2388,0.333,85.06,0.01492537313,0.3173384064458371,0.09659655146916726,0.04357378527686856,-0.014602632774558373
"Jamison, Aaron",West Virginia,88,0.329,0.333,0.189,0.0909,0.3977,0.389,92.38,0.03409090909,0.3520546105640108,0.16309071662267466,0.053194592413646956,-0.004981825637779977
"Barnett, Spencer",West Virginia,129,0.378,0.336,0.097,0.155,0.2636,0.366,93.09,0.01550387597,0.3586168307967771,0.08336938504226535,0.04900535651241976,-0.009171061539007173
"Garcia, Ellis",West Virginia,130,0.294,0.272,0.07,0.0615,0.1,0.262,76.32,0.007692307692,0.2745810205908684,0.05957874165349613,0.03680775606032909,-0.02136866199109784
"Wetherholt, J.J.",West Virginia,155,0.487,0.497,0.276,0.1935,0.0968,0.333,135.5,0.05161290323,0.4350931065353626,0.23847018917820045,0.07684193594237604,0.018665517890949106
"Kresser, Brodie",West Virginia,174,0.409,0.378,0.15,0.1034,0.1494,0.318,104.31,0.02298850575,0.3650940017905103,0.12875672255663373,0.05451934159278892,-0.0036570764586380117
"King, Skylar",West Virginia,176,0.349,0.343,0.156,0.0739,0.1193,0.282,95.0,0.02840909091,0.3227059086839749,0.13465981266455188,0.05006128312201193,-0.008115134929415
"Sauve, Logan",West Virginia,198,0.381,0.383,0.183,0.0859,0.1414,0.333,105.59,0.0404040404,0.36442076991942707,0.15915014648892026,0.057257540903840824,-0.0009188771475861085
"Lumsden, Ben",West Virginia,203,0.38,0.368,0.186,0.1527,0.2759,0.352,101.46,0.03448275862,0.36560787824529994,0.16065801961393086,0.057661551288835274,-0.0005148667625916592
"West, Kyle",West Virginia,213,0.333,0.366,0.254,0.0939,0.2911,0.304,101.0,0.05633802817,0.33438227394807524,0.22094009363182077,0.05875828950147666,0.0005818714500497243
"Hussey, Grant",West Virginia,215,0.343,0.365,0.257,0.0791,0.2744,0.283,100.89,0.05581395349,0.3292676812891674,0.22335067535436134,0.05825762725022308,8.120919879614497e-05
"Chumley, Reed",West Virginia,226,0.407,0.445,0.342,0.1239,0.2743,0.374,121.77,0.06637168142,0.4087336615935542,0.29589985073856034,0.07581771038544723,0.017641292334020293
"White, Sam",West Virginia,250,0.407,0.399,0.198,0.12,0.216,0.37,109.74,0.04,0.3907990152193375,0.1715737473535639,0.06144061796847211,0.0032641999170451783
